username,user_id,user_watching,user_completed,user_onhold,user_dropped,user_plantowatch,user_days_spent_watching,gender,location,birth_date,access_rank,join_date,last_online,stats_mean_score,stats_rewatched,stats_episodes
OtakuFreak08,543661,3,213,0,0,96,88.06,Unknown,,,,2011-08-13,1900-05-16 10:35:00,8.81,0.0,5333.0
mctoonces,102157,42,252,84,16,134,89.54,Female,"Augusta, GA",1980-04-04,,2008-10-05,2016-09-28 22:29:00,8.45,15.0,5210.0
TopSP,1807333,20,201,16,9,121,44.02,Male,"Bangkok, Thailand",,,2012-11-24,1900-04-24 07:07:00,7.59,23.0,2567.0
arya194,262902,17,196,0,5,42,128.38,Female,Greece ,1994-02-15,,2009-11-26,2017-09-01 16:55:00,8.13,9.0,7677.0
koneko202,404532,27,112,0,7,5,38.76,Female,Florida,,,2010-11-05,2017-08-27 19:03:00,8.57,4.0,2302.0
cloud12817,3759857,27,135,23,19,128,53.84,Male,Spain,,,2014-05-07,1900-05-10 11:17:00,7.26,0.0,3296.0
Canas,393222,2,250,2,1,0,88.8,Female,USA,,,2010-10-08,2018-05-15 08:39:50,6.22,0.0,5158.0
Anime_addicted,63732,18,652,0,57,8,215.81,Female,"Doha, Qatar",1988-01-26,,2008-05-26,2017-08-22 07:22:00,7.68,76.0,12809.0
Teckniu,47608,36,166,0,0,7,58.43,Male,"Belo Horizonte, Minas Gerais",1983-07-04,,2008-04-03,2011-01-04 15:18:00,9.45,13.0,3434.0
Kurumster,71441,41,1342,0,206,0,367.42,Male,Louisiana,1988-01-01,,2008-06-25,2018-05-18 03:53:11,6.43,3.0,23009.0
Diana,10792,5,727,59,20,60,184.72,Female,Massachusetts,,,2007-08-20,2013-04-30 09:20:00,5.92,0.0,10784.0
Dunois,2261769,106,255,1,0,272,95.87,Male,,,,2013-03-04,1900-05-10 13:24:00,6.73,7.0,7291.0
Szope,206618,7,47,2,3,21,38.36,Unknown,Berlin,1990-07-21,,2009-07-12,2017-06-25 04:39:00,7.58,0.0,2265.0
Savana,1375653,1,77,1,3,70,27.62,Female,,1997-07-20,,2012-07-02,1900-01-30 19:21:00,7.0,0.0,1618.0
Annise,57832,22,279,0,4,63,60.49,Female,Greece,1988-06-24,,2008-05-03,2017-02-26 13:46:00,7.38,0.0,3635.0
Tenumi,42874,7,260,16,63,124,95.6,Unknown,West Michigan,1990-08-24,,2008-03-13,2018-05-14 05:06:00,7.02,5.0,5899.0
zakiarent,6670420,40,452,18,26,178,117.65,Male,,,,2017-10-26,2018-05-18 08:53:17,4.94,40.0,8021.0
Pippyh,5614971,19,220,0,0,40,57.31,Female,Britain ,,,2016-08-10,2018-05-18 11:08:22,6.14,0.0,3935.0
Fumie-san,92852,5,146,34,5,33,40.11,Female,"Copiapo, Chile",1990-08-24,,2008-09-07,1900-04-27 22:49:00,6.35,1.0,2481.0
DeadEnd,244476,6,110,5,3,14,74.01,Male,Far Far away,1982-11-15,,2009-10-09,2010-01-10 17:36:00,8.96,0.0,4365.0
Diurandal,3128819,15,186,19,3,36,67.95,Male,,1994-05-10,,2013-09-08,2018-05-13 05:19:00,7.5,22.0,4110.0
Shavari,2830557,0,25,5,0,23,15.36,Male,"Vienna, Austria",1994-10-01,,2013-07-07,2017-09-19 12:32:00,7.59,0.0,923.0
pazkie,1439735,3,85,1,14,77,45.88,Unknown,,,,2012-08-05,2017-09-09 10:28:00,6.78,0.0,2700.0
EagleBlaze,105464,3,51,19,16,219,23.81,Female,On my PC,,,2008-10-16,1900-05-13 20:02:00,7.31,19.0,1383.0
aomon,672999,3,25,4,2,10,7.22,Male,São Paulo,1996-09-29,,2011-09-30,2013-01-20 13:56:00,8.44,0.0,433.0
QTKaze,466297,6,302,0,40,0,150.25,Unknown,,,,2011-03-27,2013-10-21 08:38:00,7.42,29.0,8836.0
Pixywing7,3502705,8,594,48,25,26,115.02,Male,Canada ,1994-01-01,,2014-01-19,2017-11-12 13:48:00,4.94,13.0,7284.0
norby-kun,483877,23,622,25,27,131,208.04,Male,Transylvania,1995-03-12,,2011-05-07,1900-05-12 13:08:00,8.29,16.0,12487.0
Zpektre,2295541,3,56,0,1,2,16.6,Male,Hinamizawa,1993-01-21,,2013-03-12,2013-06-29 16:04:00,7.17,4.0,994.0
Nagato198,172561,88,405,0,3,23,126.77,Female,UK,,,2009-04-19,2018-05-14 18:14:00,9.01,5.0,7657.0
0PRESS0R,4483396,7,37,6,5,80,43.0,Male,"Guarapuava,Paraná",2001-06-05,,2015-02-26,2016-11-09 15:42:00,7.49,1.0,2592.0
TheAoiTori,1627605,36,379,2,28,30,88.0,Male,THE DATABASE,,,2012-10-12,1900-01-04 13:46:00,6.27,0.0,5468.0
Sprint747,3406749,3,260,2,0,0,56.58,Male,,1930-01-01,,2013-12-14,2018-05-18 01:53:35,7.19,0.0,3477.0
ScornTheSunlight,2219379,4,153,18,5,55,67.44,Male,,1995-07-31,,2013-02-23,2018-05-16 15:10:35,7.94,0.0,4036.0
kyouma,486356,8,120,4,1,28,19.92,Unknown,Brasil,1991-11-01,,2011-05-13,2013-05-21 18:19:00,9.39,0.0,1249.0
cgcgcg,517613,0,122,1,10,21,33.67,Male,,1988-01-01,,2011-07-18,1900-03-09 13:07:00,8.07,0.0,1889.0
kllr,6102545,1,54,1,4,6,19.15,Male,9,,,2017-03-12,1900-05-12 21:53:00,8.22,0.0,1097.0
Adalana,220963,11,92,9,4,18,29.64,Female,"Kumagaya, Japan",1979-10-21,,2009-08-14,2015-09-08 19:06:00,7.78,2.0,1698.0
yunofag,298332,47,400,38,64,118,108.85,Unknown,"Russia, Archangelsk",,,2010-02-24,2016-05-30 12:40:00,8.48,23.0,6720.0
Daxtremesora,347296,18,80,24,1,31,83.91,Male,New York,1993-03-03,,2010-06-27,2015-02-16 15:37:00,8.1,0.0,5051.0
LilyMocca,365901,9,15,0,0,9,8.4,Female,"Depok, Jawa Barat",1996-02-02,,2010-08-05,2014-06-04 05:14:00,9.39,0.0,581.0
BLACK1189,6688908,2,220,2,0,4,67.4,Male,"india, kerala",1993-05-27,,2017-10-29,1900-04-22 10:04:00,6.71,0.0,3998.0
baekanunot,5933774,10,156,0,19,29,49.67,Unknown,,,,2016-12-28,1900-05-13 14:02:00,6.61,3.0,2924.0
somethingasddw,3640455,2,65,3,14,6,26.44,Male,,,,2014-03-18,2015-07-26 03:00:00,7.19,0.0,1582.0
animesoup,41438,5,65,12,15,31,24.87,Male,"Douglassville, Pennsylvania",,,2008-03-06,2012-10-31 11:15:00,7.71,0.0,1445.0
Whytechyck,502228,8,66,11,8,7,31.88,Female,Mississippi,1990-10-10,,2011-06-22,2017-08-30 22:49:00,7.96,5.0,1922.0
Gogeta_Animeka,43536,52,1441,1,0,44,462.16,Male,Alleur,1980-11-11,,2008-03-17,2011-06-21 07:50:00,7.92,0.0,27198.0
PsyKo_NoKtis,231774,5,208,19,26,110,97.56,Male,"Lisbon, Portugal",1990-05-17,,2009-09-08,2016-04-23 07:07:00,7.64,0.0,6696.0
Idaa,43620,5,35,5,1,39,16.35,Female,,1993-05-07,,2008-03-17,2010-06-05 15:56:00,8.18,0.0,973.0
XrZerd,6556433,25,48,6,1,381,22.25,Male,"Americana, São Paulo",2003-12-10,,2017-09-14,2018-05-18 02:54:00,8.55,2.0,1364.0
pablozz,6066982,5,56,2,3,29,17.39,Male,Fortaleza-Ce,2000-07-23,,2017-02-23,1900-04-22 20:43:00,6.28,0.0,1053.0
Shole,3581943,174,187,0,4,266,95.47,Male,Fantashi Land,1993-01-06,,2014-02-17,1900-05-09 10:26:00,7.24,2.0,5770.0
Darakena,743665,5,51,8,10,7,21.13,Female,"Lexington, KY",1993-09-10,,2011-10-13,2015-07-07 11:33:00,7.41,10.0,1263.0
TheBiOne,6512825,17,141,24,31,186,52.14,Female,Netherlands,1997-07-24,,2017-08-27,1900-05-15 02:12:00,7.05,0.0,3155.0
apsea05,3891931,4,16,7,3,0,18.39,Female,,1991-04-05,,2014-07-03,2014-12-07 01:30:00,9.26,0.0,1117.0
Aki_Uchiha,5498976,16,403,1,2,175,89.81,Female,,,,2016-06-24,2018-05-17 10:34:00,9.16,0.0,5535.0
Ulalume,302028,3,57,2,0,46,6.99,Female,,,,2010-03-06,2013-11-16 21:43:00,8.29,0.0,348.0
SajayenM,3338909,9,331,7,27,60,117.07,Male,Durban,1998-01-03,,2013-11-15,1900-05-10 15:38:00,8.13,2.0,6899.0
maksvg-irk,468191,6,245,4,6,14,46.43,Male,"Russia, Irkutsk",1986-07-12,,2011-03-31,2017-08-08 06:52:00,7.77,0.0,2879.0
Gone3456,370510,4,92,2,0,2,68.56,Unknown,,,,2010-08-16,2016-05-06 08:33:00,8.23,39.0,4049.0
fragileone22,6266370,7,70,11,3,150,15.35,Female,"Houston, Texas",2000-12-22,,2017-05-22,2018-05-16 08:40:39,8.4,7.0,929.0
dzero,424410,5,356,1,3,287,124.66,Male,,1995-08-09,,2010-12-25,1900-04-26 10:55:00,7.82,2.0,7303.0
DeadlyEmbrace,1032071,24,646,7,25,833,110.03,Male,,1986-03-26,,2011-11-30,2018-05-17 12:53:00,8.06,0.0,7112.0
CaelestisAngel,1461113,4,15,5,0,1,3.88,Female,Georgia,,,2012-08-16,2012-12-04 08:36:00,8.75,0.0,247.0
Fillsson,1971506,17,381,37,44,48,180.19,Male,"Stockholm, Sweden",,,2012-12-31,2017-08-17 15:57:00,7.42,56.0,10641.0
jaymiechan,80727,2,116,29,24,15,37.34,Female,,1984-03-08,,2008-07-28,2014-07-21 16:45:00,6.19,9.0,2048.0
robotninjajew,6082021,1,24,0,0,1,12.18,Unknown,,,,2017-03-02,2017-03-19 22:24:00,7.83,0.0,731.0
blaqkpupil,1010679,6,94,30,38,72,48.06,Female,Texas,,,2011-11-24,2017-01-24 17:33:00,7.46,17.0,2828.0
AneMon1,158246,6,151,2,2,3,47.7,Female,,1991-04-30,,2009-03-11,2010-01-24 21:58:00,6.93,0.0,2778.0
Pyrlaster,15995,41,168,32,2,51,57.61,Male,Finland,1988-12-26,,2007-10-05,2014-11-09 14:02:00,7.59,19.0,3448.0
max15wm,321200,19,227,2,7,39,67.03,Male,Barcelona,1991-03-22,,2010-04-26,2012-03-08 13:09:00,7.87,0.0,3927.0
jukebone,25384,6,396,8,123,113,93.76,Male,,,,2007-12-09,1900-04-22 03:14:00,7.54,11.0,5608.0
asdasdasadsdad,1358319,3,131,0,0,1,36.34,Unknown,,,,2012-06-22,2017-11-12 20:33:00,5.96,0.0,2226.0
izukadaisuke,5520450,7,24,1,2,8,8.76,Unknown,,,,2016-07-02,2016-10-13 12:52:00,7.82,0.0,523.0
kedisiva,2402967,38,195,8,1,93,45.09,Female,"Ankara, Turkey",,,2013-04-07,2017-08-09 05:31:00,7.65,7.0,2889.0
Feyris,400005,2,418,11,6,21,155.86,Female,In Your Pocket,1991-11-06,,2010-10-24,2013-03-31 17:02:00,8.0,0.0,9876.0
TheDollPrincess,35139,13,192,4,1,3,94.65,Female,Germany,1992-07-21,,2008-02-02,2016-12-31 23:06:00,8.05,24.0,5653.0
TrafalgarM,3002255,5,49,5,10,42,28.0,Female,,1994-01-12,,2013-08-06,2014-03-16 20:15:00,8.61,0.0,1660.0
haru-nyaa,253043,4,296,15,8,90,84.95,Female,beneath the sky,,,2009-10-31,1900-05-03 06:49:00,7.2,19.0,5399.0
Niamor,122290,4,602,6,14,138,212.08,Male,Animu Land,,,2008-12-10,1900-05-12 09:17:00,8.32,0.0,12864.0
MichaelPsycho,5572799,13,256,8,34,5,86.69,Male,"Salvador - Bahia, Brasil",2001-09-07,,2016-07-23,2018-05-18 00:54:42,6.53,12.0,5140.0
SenNen,279435,6,146,4,7,117,87.4,Female,"San Francisco, CA",1992-05-02,,2010-01-06,2017-04-10 22:08:00,8.15,6.0,5300.0
Sweetkairi,262294,15,55,48,0,306,27.28,Female,New York City,,,2009-11-24,1900-04-14 19:15:00,7.84,2.0,1608.0
Elegant-_-,6607016,8,35,5,1,45,22.51,Male,,,,2017-10-04,1900-05-05 07:03:00,8.06,1.0,1416.0
rockisch,4879546,7,198,7,12,42,70.86,Male,"Florianópolis, Brazil",1990-09-25,,2015-09-16,1900-05-15 18:53:00,7.15,7.0,4195.0
Limbos,3116293,2,84,0,1,54,26.32,Male,"Buenos Aires, Argentina",1988-07-26,,2013-09-02,2017-04-24 10:51:00,7.85,23.0,1476.0
Annacyrie,1937382,2,51,8,21,66,19.68,Female,,1994-01-03,,2012-12-23,2016-11-22 03:56:00,8.8,7.0,1182.0
fenrir72,1420301,10,745,1,14,5,118.72,Male,,1993-05-06,,2012-07-26,2015-09-15 19:16:00,8.0,0.0,7161.0
Asta66,5665785,28,313,52,5,62,173.85,Female,,,,2016-09-01,2018-05-16 23:59:41,8.27,114.0,10523.0
ValeCrimson,187584,3,108,8,0,49,136.56,Unknown,,,,2009-05-28,2013-09-13 06:11:00,7.77,155.0,8159.0
lubryka,133002,3,1086,15,165,19,226.24,Female,Poland,1983-01-01,,2009-01-09,2018-05-15 22:13:57,6.49,101.0,14936.0
-Dementhia-,425692,21,119,0,20,45,35.26,Female,,1993-09-18,,2010-12-28,2017-12-04 06:15:00,7.76,0.0,2070.0
kuchiki_kun,4540464,17,71,0,2,19,25.55,Male,"Minot, North Dakota",1997-07-02,,2015-04-05,1900-05-11 10:48:00,8.84,0.0,1519.0
sweetangela26,102305,69,158,4,0,228,53.2,Unknown,,,,2008-10-06,2017-12-11 07:12:00,7.61,0.0,3209.0
coleschmidt,327264,3,59,2,10,8,19.42,Male,"BC, Canada",,,2010-05-10,2017-01-02 15:51:00,8.11,0.0,1129.0
BeanChagBear,3690941,5,212,8,0,74,44.16,Male,Kentucky,,,2014-04-09,2018-05-15 23:52:26,7.22,6.0,2782.0
Onizuka91,376529,0,28,0,0,1,22.83,Unknown,,,,2010-08-29,2014-06-19 09:11:00,7.79,0.0,1374.0
Azarkia,1491445,12,331,78,34,103,88.47,Female,,,,2012-09-02,2018-05-18 05:55:06,7.85,0.0,5271.0
Birua,186589,1,459,2,21,27,137.04,Male,"Kiev, Ukraine",1976-01-07,,2009-05-26,1900-04-30 07:41:00,7.84,1.0,8208.0
Shinokaze,1227535,6,403,0,0,21,94.88,Male,Gostyń,1993-08-11,,2012-04-02,2014-10-19 13:12:00,8.53,6.0,5836.0
amina,13801,6,109,54,32,127,158.95,Female,,1985-07-28,,2007-09-16,2016-05-14 03:34:00,6.0,61.0,12945.0
ToboeTheWolf,248020,11,59,12,1,101,21.76,Female,Canada,,,2009-10-18,2011-07-27 21:34:00,7.31,2.0,1318.0
Genjiff,157334,9,408,9,0,1,115.81,Male,"Salvador, Brazil",1990-09-16,,2009-03-08,1900-05-09 20:08:00,7.51,2.0,6976.0
CuhrayzeeTrigger,3355437,9,83,26,8,148,45.7,Male,Massachusetts,1998-04-10,,2013-11-22,1900-05-03 17:11:00,7.46,4.0,2802.0
Maegil,1997466,2,417,0,5,59,117.92,Male,On a sailboat,1973-01-01,,2013-01-06,2016-03-09 21:34:00,5.91,0.0,7055.0
NewtypeNate,105218,33,120,7,15,103,62.13,Male,U.K,,,2008-10-15,1900-05-08 17:59:00,7.79,9.0,3500.0
IntroverTurtle,403117,24,1930,117,0,488,813.6,Male,Washington,1991-12-15,,2010-11-01,2016-06-24 12:41:00,6.58,507.0,50165.0
Comic_Sans,3666059,8,745,20,0,591,98.58,Female,Land of Välfärd,2019-11-09,,2014-03-30,2018-05-16 01:28:34,4.75,7.0,6468.0
RLU1223,33982,3,19,0,0,0,8.02,Male,Connecticut,1989-12-23,,2008-01-27,2013-05-10 17:36:00,8.75,0.0,459.0
cooksta05,244839,2,45,0,0,98,16.74,Male,UK,1988-11-27,,2009-10-10,2017-10-01 03:32:00,9.96,0.0,987.0
subarusum,152029,2,142,5,6,9,39.24,Male,"Spain, España",,,2009-02-20,2013-04-08 10:07:00,8.26,0.0,2238.0
Half-Jack,59647,15,36,7,3,130,10.96,Female,Netherlands,1991-11-24,,2008-05-11,2012-03-28 02:55:00,7.74,8.0,680.0
planetwarrior,33738,4,761,6,0,5,180.92,Male,"Toronto, Ontario, Canada",1989-04-15,,2008-01-26,2018-05-17 09:33:00,8.34,0.0,10735.0
riuuzaki,107905,15,274,50,9,652,148.57,Male,,1991-12-12,,2008-10-24,1900-05-07 14:43:00,7.08,17.0,8820.0
powerscody,260845,10,80,0,0,16,56.39,Male,mesa AZ,1994-06-25,,2009-11-20,2012-02-24 22:41:00,9.52,1.0,3349.0
Joe1991,23799,2,47,3,10,13,14.76,Male,"Tokyo, Japan",1991-01-19,,2007-11-27,2016-05-28 08:20:00,7.9,0.0,843.0
Usa-chan,144952,1,71,1,7,4,27.95,Female,Argentina,1994-08-29,,2009-01-31,2017-12-05 04:13:00,7.34,6.0,1679.0
MystoPigz,5893957,4,86,3,9,197,29.49,Unknown,,,,2016-12-11,2018-05-13 07:47:00,7.88,0.0,1724.0
leynnnn,344666,33,192,29,0,134,55.75,Male,mato,,,2010-06-21,1900-02-01 01:43:00,8.04,0.0,3316.0
BigEdgarP,149910,3,239,35,0,44,46.47,Male,Ohio,1989-05-30,,2009-02-14,2017-10-10 11:47:00,7.72,3.0,3251.0
Lublimilim,349025,17,170,15,8,512,43.04,Female,,1995-03-27,,2010-07-01,1900-05-14 10:27:00,8.7,8.0,2632.0
Beneko11,4959056,36,616,0,5,132,139.6,Unknown,,,,2015-10-27,2017-10-22 10:48:00,8.28,116.0,8367.0
clalala,424949,3,104,1,0,19,21.22,Female,Canada,1993-03-29,,2010-12-26,2016-03-16 19:46:00,8.23,0.0,1278.0
Cannabis21,5778456,39,69,13,7,89,1103.07,Unknown,,1995-01-21,,2016-10-18,1900-05-13 14:52:00,7.27,0.0,109114.0
garvas,286973,12,418,16,18,66,187.61,Male,,1990-05-24,,2010-01-25,1900-02-16 09:09:00,7.17,0.0,12355.0
shukuhai,208297,11,163,2,1,0,72.48,Male,Fighting in Dungeon,1996-04-16,,2009-07-15,2015-10-03 14:29:00,8.49,2.0,4337.0
Hatsukoi,355241,3,66,2,3,11,20.69,Unknown,,1997-07-29,,2010-07-14,2017-01-01 09:10:00,7.6,0.0,1227.0
FlashPie,194169,32,125,25,15,52,47.52,Male,"Portland, Oregon",,,2009-06-14,1900-04-23 22:50:00,7.73,7.0,2825.0
huyyy,53182,6,330,33,38,88,161.28,Male,australia,1992-07-31,,2008-04-15,2013-12-10 03:10:00,9.76,75.0,9567.0
_Yuuko,23183,4,461,6,7,24,104.0,Female,"Poland, Śląskie, Będzin",1988-07-03,,2007-11-23,1900-05-08 11:45:00,7.07,0.0,6576.0
corotta,212243,1,23,0,6,0,135.36,Male,,1992-10-26,,2009-07-24,1900-02-15 02:35:00,7.31,36.0,8237.0
xXShioXx,753997,25,608,3,3,40,220.49,Unknown,Canada,,,2011-10-15,2018-05-15 15:31:00,7.71,1.0,14361.0
felix10381,5694568,22,113,2,6,46,50.39,Male,Canada,1994-11-18,,2016-09-13,1900-05-13 10:16:00,7.58,0.0,3083.0
RicardoTornado,4542764,15,37,4,1,8,21.54,Male,Brasil,1998-09-17,,2015-04-06,2015-04-28 12:25:00,8.0,0.0,1262.0
_Kariwka_,25531,3,162,0,6,24,41.03,Female,Riga.Latvia.,1992-02-15,,2007-12-10,2011-02-27 07:53:00,7.55,0.0,2436.0
Der_ZwerG,136349,45,341,48,26,155,98.03,Male,Russia,1991-01-31,,2009-01-18,2011-09-14 15:29:00,8.62,2.0,6217.0
ObsessedFangirl,4806035,7,150,2,2,0,46.17,Unknown,,,,2015-08-11,1900-01-20 12:20:00,6.65,0.0,2889.0
Genesiss,53582,1,131,7,28,1,49.07,Male,Oldenburg (Germany),1985-09-03,,2008-04-16,2013-11-10 23:18:00,8.3,0.0,2917.0
alexlucibello,6716515,0,73,0,0,0,14.77,Male,,,,2017-11-05,2017-11-05 19:39:00,8.56,0.0,863.0
lockie,300381,12,89,0,1,187,25.33,Male,"Russia, Dubna",1989-01-15,,2010-03-02,1900-03-20 05:20:00,8.35,19.0,1437.0
IchiTenshou,188319,38,1215,7,0,21,362.07,Male,,,,2009-05-30,2017-05-22 15:36:00,7.8,4.0,22495.0
shadow666wolf,46056,7,30,0,0,12,11.8,Male,"edmonton, alberta",1990-02-23,,2008-03-27,2009-10-30 21:32:00,9.09,8.0,668.0
GtHoo,522163,3,134,17,6,36,74.19,Unknown,,,,2011-07-23,1900-04-20 02:21:00,8.06,0.0,4523.0
Legenda,187409,3,122,0,21,14,44.02,Unknown,"Kursk, Russian",1990-08-21,,2009-05-28,2016-05-01 11:49:00,7.69,1.0,2639.0
MarineFury,498662,15,278,6,7,63,86.93,Male,,,,2011-06-14,2017-10-28 01:36:00,7.91,4.0,5273.0
Lawlliet,3512,1,508,0,4,6,253.31,Male,Maldives,1991-03-21,,2007-04-23,2017-09-26 01:37:00,6.95,95.0,16225.0
Zer0beast,451725,44,78,8,5,39,61.35,Male,"Sterling, Va",,,2011-02-21,1900-04-02 14:41:00,7.99,0.0,3692.0
peabrane,345109,25,157,5,104,36,71.37,Female,Canada,1987-01-01,,2010-06-22,1900-05-04 23:04:00,6.92,0.0,4307.0
kprime,4505507,33,43,0,13,122,3.02,Female,,,,2015-03-17,2017-02-28 18:47:00,5.86,0.0,183.0
FRVN,5692219,13,373,0,0,0,114.31,Male,Spain,1994-02-26,,2016-09-12,2018-05-15 22:55:10,7.14,0.0,6846.0
tonina1981,243381,54,542,45,6,391,140.22,Female,,1981-08-17,,2009-10-06,1900-05-09 19:01:00,8.1,6.0,8511.0
DNS,4903593,13,197,14,1,111,77.86,Male,,,,2015-09-28,1900-05-07 10:38:00,10.0,8.0,4607.0
MVR0drigues,6346872,18,145,3,42,149,95.51,Male,"Brazil, Recife-PE",2001-11-10,,2017-06-26,1900-05-15 17:32:00,7.15,23.0,5763.0
guran_ikaruga,1397285,46,527,30,3,17,266.38,Male,,,,2012-07-14,2016-01-17 03:30:00,8.89,55.0,15974.0
Lidwyne,61865,22,411,7,21,413,57.58,Female,France,1992-05-15,,2008-05-19,1900-05-15 02:51:00,7.6,0.0,3930.0
elricjoseph,397291,3,362,28,10,30,117.94,Male,"Manila, Philippines",,,2010-10-18,2015-04-06 14:20:00,7.98,0.0,6909.0
PMorgan18,435202,11,132,0,2,42,43.71,Male,,1991-09-18,,2011-01-14,2016-08-26 05:55:00,8.21,0.0,2702.0
Shojobz,5837343,9,64,0,2,64,22.49,Unknown,,,,2016-11-14,1900-04-26 02:57:00,8.12,0.0,1293.0
ShiDeNoir,2526441,44,129,41,6,250,60.34,Female,,1998-01-01,,2013-05-05,2018-05-15 17:17:02,7.66,3.0,3728.0
Kaeru_D-Pat,262865,30,586,3,2,68,207.84,Male,"Poznań,Poland",1993-10-05,,2009-11-26,2016-07-16 14:55:00,8.11,88.0,12494.0
hiroBR,5131135,25,234,7,20,75,148.4,Male,brasil,2001-08-20,,2016-01-15,2018-05-18 01:56:24,6.7,42.0,8866.0
carbanjo,1161469,3,378,1,3,14,69.74,Male,galicia,1987-01-01,,2012-02-22,1900-04-30 09:46:00,6.58,2.0,4317.0
YORERU,287184,6,272,5,11,76,75.71,Female,,1989-05-25,,2010-01-25,1900-05-13 15:35:00,6.92,5.0,4472.0
Amaliana,200527,11,157,16,3,76,70.57,Female,K.S.A,,,2009-06-29,2017-08-17 03:13:00,8.11,0.0,4086.0
JoshuMakku,5458285,14,333,17,0,304,36.52,Male,-- .- -. -.-. .... . ... - . .-.,1999-08-09,,2016-06-06,1900-01-17 01:45:00,6.37,10.0,2633.0
hellblaster,118575,16,180,13,7,53,110.3,Male,,,,2008-11-28,1900-05-06 12:17:00,7.15,20.0,6540.0
Jonh-Stay,4862498,5,138,9,8,132,75.76,Male,"Minas Geráis,Brasil",2002-10-25,,2015-09-07,1900-04-29 09:03:00,7.51,26.0,4491.0
WRYYYY,2411,12,283,17,345,6,104.33,Unknown,Lower Lorraine,,,2007-03-17,2014-07-08 12:06:00,6.37,8.0,6248.0
Yandere_Pizza,6632403,1,22,7,2,18,15.28,Unknown,,,,2017-10-14,2018-05-15 02:27:04,7.97,0.0,945.0
NijiiroSakana,146139,26,896,83,90,508,176.39,Female,Baja California,1993-11-27,,2009-02-03,2018-05-18 04:56:36,7.21,43.0,11240.0
JunHijiri,249401,5,164,31,1,190,71.39,Male,"Germany, East Northrhine Westphalia",1986-03-20,,2009-10-21,2013-12-10 00:07:00,8.12,0.0,4222.0
9258,127680,19,48,6,13,15,13.72,Unknown,,,,2008-12-27,2011-11-01 09:39:00,6.37,0.0,819.0
Refia,67911,4,409,36,0,48,255.34,Unknown,,,,2008-06-12,1900-05-11 19:29:00,7.71,5.0,15405.0
Utakan,210806,15,131,6,7,28,62.52,Female,"Belleville, Illinios",1990-07-12,,2009-07-20,2012-08-20 14:40:00,7.87,2.0,3633.0
Panasiux2,400978,5,84,0,0,4,26.89,Unknown,,,,2010-10-27,2011-03-26 08:24:00,8.52,0.0,1593.0
seathe,4094079,1,20,0,0,4,18.75,Unknown,,,,2014-09-13,2014-09-15 22:30:00,9.52,40.0,950.0
Teri-dono,212223,45,515,21,0,71,146.82,Female,Sekai,,,2009-07-24,2018-05-17 03:12:00,7.44,19.0,8711.0
_madlax_,21492,0,150,19,0,14,75.33,Male,Philippines,1985-06-02,,2007-11-12,2015-04-02 16:20:00,8.09,2.0,4547.0
hurried,5548940,47,371,131,55,148,165.99,Male,France,1997-09-05,,2016-07-13,1900-05-14 12:42:00,7.04,46.0,9908.0
SrCazeaje,4056363,3,177,0,20,353,59.5,Unknown,,,,2014-08-28,1900-04-18 15:02:00,8.1,15.0,3614.0
Heisuke,245475,19,60,6,0,1,18.74,Unknown,,,,2009-10-12,2010-04-13 02:38:00,7.07,0.0,1134.0
JeT2686,319103,5,58,0,1,26,42.78,Male,"Queens, NYC",1986-02-06,,2010-04-20,2017-01-09 20:48:00,9.28,0.0,2544.0
Madu_Scientisto,1268759,7,518,2,98,36,149.78,Male,,1993-05-22,,2012-04-23,1900-04-28 14:49:00,6.07,25.0,8902.0
Danix,1101891,13,89,0,2,26,42.72,Male,Italy,1993-12-07,,2012-01-13,1900-04-25 09:42:00,7.79,0.0,2534.0
melissamango21,2695327,37,207,33,68,32,133.81,Female,,1997-06-20,,2013-06-10,1900-04-21 09:03:00,8.41,2.0,8020.0
AbstractZealot93,2361897,13,67,5,17,95,42.22,Male,Mum on this,1993-09-27,,2013-03-28,2017-06-20 16:29:00,7.23,0.0,2489.0
katieshmatie,832125,3,99,12,27,81,51.01,Female,"Ontario, Canada",,,2011-10-28,2017-07-17 19:51:00,7.75,4.0,3068.0
Tipsyrools,267935,115,334,16,2,52,167.85,Male,"Phoenix, Arizona",1994-05-20,,2009-12-09,1900-02-01 18:01:00,8.07,0.0,9984.0
xDVxNightfire,436830,6,58,0,3,33,18.59,Male,Colorado,1989-12-02,,2011-01-18,2017-09-22 22:29:00,7.55,5.0,1099.0
Say_943,201996,97,690,166,18,190,113.61,Female,"Tijuana ,Baja California",1994-06-09,,2009-07-02,1900-01-15 02:10:00,7.13,0.0,7480.0
Yoshidayama,188334,39,260,26,112,97,84.28,Male,"Caxias do Sul, Rio Grande do Sul",1989-04-05,,2009-05-30,2018-05-15 02:21:19,7.28,25.0,5211.0
Hanasano,6848456,9,65,0,0,46,25.51,Unknown,,2001-05-10,,2018-01-01,1900-05-11 11:14:00,8.26,0.0,1744.0
Melissathekaiki,91889,17,284,7,13,131,116.13,Female,Between time and space,1991-12-10,,2008-09-04,1900-05-14 08:19:00,8.09,8.0,6928.0
Croannick,87475,23,119,10,4,5,41.28,Unknown,,,,2008-08-19,2014-12-09 18:32:00,8.59,4.0,2454.0
